PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|72783464|"BB984916"|"BB8162"|"ACT"|2800|"11"|"Romsey Street"|"1"|1||"02125"||"- Spacious 3 Bed 1 Bath on Romsey Street  - Walk in shower  - Eat in kitchen  - Large bedrooms with closet space  - Private deck and shared yard, great for entertaining!  - Convenient location to JFK/Umass on the red line, UMass Boston, 93, Star Market, Stop and Shop, South Boston, bars, restaurants, and more!"|6|12/20/2023 5:30:00 PM|0|"N"||"Suffolk"|"MA"|"C"|5|3|1|0||0|9999|9999|"1f;0h"|"N"|||||"N"||9/1/2024||||"A,F,I,J,K,L"|"C"|"C"||9999|
"RN"|72841553|"A9501571"|"A95338"|"ACT"|15000|"19"|"Lighthouse Road AQ605"||121||"02535"||"This family-friendly, three-bedroom retreat on Lighthouse Road in Aquinnah offers all the comforts of home with stunning water views of the Vineyard Sound and the Elizabeth Islands. It is beautifully decorated and nicely furnished. The home features stylish post-and-beam architecture. The main level features cathedral ceilings, wrap-around picture windows and skylights. The main level opens out to a wrap-around deck with lovely water views. The downstairs living room features a Steinway baby grand piano. This room exits to a lower-level patio with a grill and an outdoor shower to rinse off after a day at the beach.The house offers washer/dryer, 2 bathrooms, dishwasher, as well high-speed wireless internet and cable TV. The nicely equipped kitchen is open and airy with a skylight overhead, connecting to the dining area. The home, which sits on 2.3 acres, is surrounded by the quiet, natural serenity of up-island landscapes. The master bedroom on the main level features a queen bed and"|13|6/2/2021 12:58:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|87120|2000|"2f;0h"|"N"||"Y"||||||||||||||
"RN"|72841560|"A9501571"|"A95338"|"ACT"|24000|"836"|"State Rd  AQ601"||121||"02535"||"THIS IS A WEEKLY RENTAL NOT A MONTHLY!!!!Windy Knoll is a 3BR, 2Bath home located in Aquinnah on a secluded lot off State Road with 160 degree views of the Atlantic Ocean. Approximately 1 mile to Philbin Beach similar distance to Moshup Beach and Lobsterville beach. Take the bike ferry over to Menemsha and enjoy sunset on the beach. Outdoor shower with multiple shower heads to wash off the sand after a long day at the beach. Relax on the deck with the magnificent view and enjoy the breeze that fits this amazing property its name. Upstairs has open kitchen living area off deck with splitter A/C, with two bedrooms each with splitter A/C and bathroom. Downstairs has TV room with pull out couch and splitter A/C, another bedroom with splitter A/C and bathroom. Lots of space for games and puzzles. Chiminea off downstairs living area. Linens included; tenants are kindly asked to wash and dry the linens before leaving the house."|7|6/2/2021 1:03:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||4|87120|1608|"2f;0h"|"N"||"Y"||||||||||||||
"RN"|72841602|"A9501571"|"A95338"|"ACT"|18000|"12"|"Cottle Lane  ED341"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $4,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This four bedroom Victorian home is located close to the Edgartown Village for shopping, theater or restaurants. Walk to Fulton Street Beach. All new appliances have been added recently as well as a number of room AC units throughout the house."|29|6/2/2021 1:33:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|2|1||2|10890|2027|"2f;1h"|"N"|||||"N"||||||||||2027|
"RN"|72843696|"A9501571"|"A95338"|"ACT"|10800|"141"|"North Rd. CH202"||122||"02535"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $2,700. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Chilmark Cottage Perfection!!! You will love this quaint Vineyard Style Cottage that has been meticulously designed to include all the amenities one could imagine. This vintage charmer really boasts a lot of Style. Inside you will find really beautiful hardwood floors, a fully equipped kitchen, and a storybook bedroom complete with wonderful linens. This home is one of the most perfect spots to spend your vacation on the Vineyard. Also, renters have access to the private beaches of Lucy Vincent and Squibnocket. Great out door shower and wonderful patio complete the amenities. No pets allowed."|9|6/4/2021 11:30:00 AM|0|"N"||"Dukes"|"MA"|"A"|9|4|2|0||2|21780|702|"2f;0h"|"N"||||||||||||||||
"RN"|72843699|"A9501571"|"A95338"|"ACT"|48000|"9"|"Thaxter Lane ED310"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $14,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Enjoy the pool with this Stunning custom designed and professionally decorated Tri Level contemporary home with open floor plan. Once inside you will be captivated by the dramatic open spaces, soaring ceiling and walls of glass. Located in a high end neighborhood within walking distance to South Beach. The yard is beautifully landscaped and has an 18x40 heated saltwater pool with blue stone surround and lounge chairs and fire pit. With three levels, multiple gathering spaces, four bedrooms and 4 1/2 baths is the perfect spot for large families. Three bedrooms are master suites with private baths. You will truly love this wonderful home for your next summer vacation on the Vineyard!! Pool Fee."|17|6/4/2021 11:35:00 AM|0|"N"||"Dukes"|"MA"|"A"|7|4|3|1||2|6484|2675|"3f;1h"|"N"||||||||||||||||
"RN"|72843706|"A9501571"|"A95338"|"ACT"|50000|"17"|"Edgartown Bay Rd ED328"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $12,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Private Beach, Waterfront, Mooring and Dock!! Spend your days looking at beautiful Katama Bay. Dock your boat or relax at your private beach. This large Classic Vineyard Home sleeps 10, has two living rooms, protected porch area and a really great front yard leading to the beach. The location is close to South Beach and downtown Edgartown."|31|6/4/2021 11:39:00 AM|0|"N"||"Dukes"|"MA"|"A"|9|5|5|0||2|43560|2975|"5f;0h"|"Y"|||||"N"||||||||||2975|
"RN"|72843727|"A9501571"|"A95338"|"ACT"|29300|"76"|"Mattakesett Way  ED313"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $7,325. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This upside-down house was built in 2007. Sit out on the upper deck to panoramic ocean views or grill your favorite seafood while taking in the view. Watch the sun set to a new and beautiful aurora each night on either of the decks or while lazing on the porch swing.The first floor has three bedrooms and two baths.Loft has 1 bed. The second floor is an open floor plan with a large dining table, large kitchen with a bay window, living area with wall mounted TV."|28|6/4/2021 12:04:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|1||2|21780|1871|"2f;1h"|"N"||||||||||||||||
"RN"|72843793|"A9501571"|"A95338"|"ACT"|14000|"175"|"Meetinghouse Way ED321"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $3,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This updated contemporary is located in Katama area and a short bike ride to South Beach. There are 4 bedrooms, 1 down and 3 up, and a beautiful kitchen/dining which opens to a large living room. The house has a nice deck on the front and owners have added a deck off the kitchen as well.There is a wonderful screened porch off living room. A very quiet location and easy ride into town."|21|6/4/2021 1:07:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|2|0||4|21780|1505|"2f;0h"|"N"||||||||||||||||
"RN"|72843799|"A9501571"|"A95338"|"ACT"|20000|"54"|"Schoolhouse Road  ED330"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $5,000. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Perfectly located close to South Beach and Edgartown is this absolutely wonderful 3 bedroom home with a separate guest quarters that has one twin bed and one full bed, kitchenette and bath. The main house has a formal dining room right off of the kitchen, a bright sunny porch, cathedral ceiling in the living room and a completely outfitted kitchen. There is plenty of room for a large gathering or entertaining. Wonderful beach like back yard. This home is a really wonderful place to call your favorite!!!"|30|6/4/2021 1:16:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|3|0||2|21780|2226|"3f;0h"|"N"||||||||||||||||
"RN"|72843823|"A9501571"|"A95338"|"ACT"|11000|"15"|"Price's Way  ED322"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $2,750. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This is an inviting and affordable home with air-conditioning. As you see from the pictures the sun is welcomed through many sliders and windows. Inside the furnishings are simple but well chosen. There is a splitter in the living area that cools the downstairs. The kitchen is fully equipped. The living and dining room are open concept with hardwood floors have cathedral ceilings with overhead fans. The main floor features a full bath, washer/dryer, and two bedrooms each offering a pair of twins. Each bedroom has it's own splitter A/C and plenty of fans to circulate the air. Upstairs there is a bedroom with a king size bed and a slider to a small balcony. Next to the king bedroom is a private sitting room."|10|6/4/2021 1:43:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|21570|1500|"2f;0h"|"N"||||||||||||||||
"RN"|72843863|"A9501571"|"A95338"|"ACT"|16400|"20"|"Katama Bay Rd  ED350"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $4,100. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Lovely Edgartown Bay Road area. This 3 bedroom newly decorated home is very close to South Beach. Easy access to town. Large grassy yard for the kids to play on."|40|6/4/2021 2:21:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|2|0||2|43560|2200|"2f;0h"|"N"||||||||||||||||
"RN"|72843894|"A9501571"|"A95338"|"ACT"|100000|"60"|"Witchwood Lane ED317"||126||"02539"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $25,000. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This gorgeous waterfront home is well equipped with gourmet kitchen, stone fireplace, numerous sitting areas, and multiple decks each with water views over the Edgartown Harbor. Both the main and upper level have beautiful master suites and also washers & dryers. Easy access to downtown Edgartown, South Beach and the Bike Path. A lush green path leads you down to the dock and boat house, where there is also a mooring for larger boats."|32|6/4/2021 2:53:00 PM|0|"N"||"Dukes"|"MA"|"A"|9|5|4|0||2|87120|4500|"4f;0h"|"Y"||||||||||||||||
"RN"|72844737|"A9501571"|"A95338"|"ACT"|17600|"40"|"Summer Circle  WT128"||123||"02575"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $4,400. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This beautiful tasteful modern home has many charming elements. The bright open airy floor plan offers a generous kitchen, welcoming dining room and living room surrounded by windows and decks with an outdoor table and extra seating. An ""upside down"" house with the living area upstairs and the bedrooms downstairs, this home is perfect for hosting family and friends or enjoying quiet time on the deck. Its location is perfectly nestled in the woods yet is close to popular Lambert's Cove Beach. PLEASE NOTE THE ONLY ACCESS TO THE LOWER LEVEL BEDROOMS IS VIA AN OPEN SPIRAL STAIRCASE."|17|6/8/2021 11:15:00 AM|0|"N"||"Dukes"|"MA"|"A"|7|4|4|0||2|174240|2676|"4f;0h"|"N"||||||||||||||||
"RN"|72844763|"A9501571"|"A95338"|"ACT"|14500|"76"|"School House Lane WT101"||123||"02575"||"THIS IS A WEEKLY RENTAL NOT A MONTHLY!!!!   An elegant, whimsical house full of color, quality and artistic touches. The grounds are sumptuous, nature at its apotheosis. There is gentle movement in the landscape with flowering trees and shrubs everywhere replete with a babbling brook flowing into a pond bordering the garden behind the house. The stonework is finely crafted with balanced proportions adding a base note to the property. Harmonious blending of house and land is reminiscent of English gardens. Truly an exceptional property.Updated bathrooms on the main floor. Renovated master suites. This refined property is located in West Tisbury on the Seven Gates Farm Association offering shared tennis courts (within walking distance), miles of walking trails, several miles of private North Shore beaches, pastoral and picturesque landscapes."|41|6/7/2021 12:29:00 PM|0|"N"||"Dukes"|"MA"|"A"|8|5|5|1||2|4.4|3392|"5f;1h"|"N"||||||||||||||||
"RN"|72844813|"A9501571"|"A95338"|"ACT"|13600|"64"|"Bartimus Luce Road  WT125"||123||"02575"||"THIS IS A WEEKLY RENTAL NOT A MONTHLY!!!!!!!!!!Idyllic location right above a sandy private beach on the North Shore. This beach cottage affords views of the Sound and the Elizabeth Islands with a front row seat on unrivaled sunsets. It is rustic and cozy with a large screened porch overlooking the view. Have a getaway like in days of yore when life was simple and the beach at your doorstep.Take a step back from the hustle and bustle of life in the fast lane and have some time out in the arms of the natural world."|25|6/7/2021 1:30:00 PM|0|"N"||"Dukes"|"MA"|"A"|4|2|2|0||2|3.2|792|"2f;0h"|"Y"||||||||||||||||
"RN"|72844834|"A9501571"|"A95338"|"ACT"|30000|"37"|"Sachem Circle  WT129"||123||"02575"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $7,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Lovely pastoral setting with an elegant farm house and guest house. Abutting Land Bank property on two sides. Quiet privacy, yet just minutes to Lambert�s Cove Beach. The four bedroom house and separate guest house are impeccably decorated and the floor plan lends itself to congregating with the family or having room to spread out. A beautifully landscaped yard and patio allow for quiet relaxing with expansive summer living space! Very close to Lambert's Cove Beach, local farm stands, restaurants, and West Tisbury Village. Ideal for family reunions and special events."|19|6/7/2021 1:43:00 PM|0|"N"||"Dukes"|"MA"|"A"|8|5|4|0||2|696960|3600|"4f;0h"|"N"||||||||||||||||
"RN"|72844850|"A9501571"|"A95338"|"ACT"|20000|"709"|"Old County Rd,  WT134"||123||"02575"||"THIS IS A WEEKLY SUMMER RENTAL ONLY. The weekly price in August is $5,000. per week. See website for additional weekly pricing.  Mill Pond House is a completely restored 1890s farmhouse on the old Mill Pond in historic West Tisbury. Remodeled by the present owner, an interior designer, it is beautifully appointed with antiques and charming accessories. An old pine floor and columns add to the ambiance. The house offers 2,400 square feet of living space. The first floor is an open space plan with a living room and fireplace, a screened porch with a view of the large back yard, a fully equipped kitchen and a dining area. A"|22|6/7/2021 2:02:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|2|1||4|0.95|2400|"2f;1h"|"N"||||||||||||||||
"RN"|72844862|"A9501571"|"A95338"|"ACT"|12000|"76"|"Ben Chase Rd  WT136"||123||"02575"||"Experience a wonderful glimpse of country living in the peaceful, quiet setting of Serene Pond Cottage! This charming Martha's Vineyard retreat features a cozy interior with ample natural light, a private deck where you can take your breakfast and coffee, and a tree-lined backyard to enjoy on lazy summer days. Comfortable three bedroom single story home with one brand new renovated full bath with bathtub and shower. There is also an enclosed outdoor shower. The two bedrooms with queen beds each have an A/C unit as does the living and dining area.This country home sits close to Black Water Pond and a small cranberry pond, in a spot with easy access to the Land Bank walking trails. You'll also be just three miles inland of Vineyard Haven, the picturesque port town where the ferry from the mainland docks. NO USE OF FIREPLACE UNLESS GIVEN WRITTEN PERMISSION. NO FENCE IN YARD, POND NEARBY. SUV, JEEP or similar vehicle recommended for bumpy road."|20|6/7/2021 2:18:00 PM|0|"N"||"Dukes"|"MA"|"A"|6|3|1|0||2|140699|1068|"1f;0h"|"N"||||||||||||||||
"RN"|72844866|"A9501571"|"A95338"|"ACT"|10900|"58"|"Forest Rd  WT140"||123||"02575"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $2,725.. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. This charming rustic home is set within Seven Gates Farm in West Tisbury. Walk down your own path to a beautiful private association beach. There are shared tennis courts and miles of walking trails."|29|6/7/2021 2:24:00 PM|0|"N"||"Dukes"|"MA"|"A"|5|3|1|0||2|130680|936|"1f;0h"|"Y"||||||||||||||||
"RN"|72844878|"A9501571"|"A95338"|"ACT"|50000|"29"|"Naushon Rd  WT142"||123||"02575"||"THIS IS A WEEKLY SUMMER RENTAL ONLY.THE WEEKLY PRICE IN AUGUST IS $12,500. PER WEEK.SEE WEB SITE FOR ADDITIONAL WEEKLY PRICING. Waterfront home in spectacular location overlooking the Vineyard Sound and the Elizabeth Islands. This casual and comfortable single level 4 BR 3 bath home has central air and heat. Enjoy summer star-studded skies from your patio or through skylights in each bedroom. Open living dining area. Small but functional galley kitchen. The glassed-in breezeway offers comfortable wicker furniture to relax in while reading and looking at the gardens. The cottage, attached to the breezeway, is a family great room with plasma TV, Internet access, game table area, studio kitchen: and a bathroom with Jacuzzi tub and steam generator glass shower. A boardwalk leads you to a hot tub with a table surround to use for lunch. Nearby is a hot/cold shower."|26|6/7/2021 2:40:00 PM|0|"N"||"Dukes"|"MA"|"A"|7|4|3|0||2|609840|3237|"3f;0h"|"Y"||||||||||||||||
