PROP_TYPE|LIST_NO|LIST_AGENT|LIST_OFFICE|STATUS|LIST_PRICE|STREET_NO|STREET_NAME|UNIT_NO|TOWN_NUM|AREA|ZIP_CODE|LENDER_OWNED|REMARKS|PHOTO_COUNT|PHOTO_DATE|PHOTO_MASK|LISTING_ALERT|NEIGHBORHOOD|COUNTY|STATE|RN_TYPE|NO_ROOMS|NO_BEDROOMS|NO_FULL_BATHS|NO_HALF_BATHS|MASTER_BATH|PARKING_SPACES|LOT_SIZE|SQUARE_FEET|NO_BATHS|WATERFRONT_FLAG|WATERFRONT|WATERVIEW_FLAG|WATERVIEW_FEATURES|ADULT_COMMUNITY|SQUARE_FEET_INCL_BASE|SQUARE_FEET_DISCLOSURES|DATE_AVAILABLE|BASEMENT|YEAR_BUILT|YEAR_BUILT_DESCRP|APPLIANCES|EXTERIOR_FEATURES|HEATING|INTERIOR_BLDG_FEAT|AboveGradeFinishedArea|BelowGradeFinishedArea
"RN"|73256246|"CT006790"|"AN4496"|"ACT"|5200|"190"|"Hillside Street"|"2"|1||"02120"||"Brand New Construction! 9/1 move in is acceptable. This Four bedroom split Apt has two full bathrooms and laundry hook up in the unit. Good size bedrooms. Central AC and Cooling. Open kitchen & Dining Area, with semi-custom cabinets, stainless appliances(refrigerator will be delivered in August), and quartz countertops, dishwasher. Large windows in both bedrooms and kitchen for abundant natural light. Bay windows. Wonderful city view through bedroom windows. Brand new hardwood floors throughout. 2 tandem parking in the back of the building at extra $300. Free on-street parking with residential parking sticker. 0.1 mile to the Green Line, easy access to Northeastern, MCPHS, Mass College of Art, BU, BC, Wentworth universities. 0.3 mile from Brigham Circle, Brigham & Women, and Stop & Shop. Many restaurants are just around the corner. 0.7 mile from Harvard Medical School, Longwood Medical Center, Beth Israel Deaconess and all the surrounding hospitals."|23|7/20/2024 8:49:00 PM|0|"N"||"Suffolk"|"MA"|"D"|5|4|2|0||2|99999|1300|"2f;0h"|"N"||"N"||"U"|"N"|"approximate"|||||"A,C,J,P,S,2,5"||"C,F"||1300|
"RN"|73256254|"BB910373"|"AN3337"|"ACT"|2850|"8"|"Kilsyth"|"43"|1||"02135"||"2 bedroom. Wonderful large condo in a brick mid-rise elevator building located on Brookline/Brighton line, ultra-convenient yet in a serene location.. Sunny top-floor unit with large oversized windows that have tree-top views throughout. This property has an open floor plan, with light hardwood floors throughout. Gut renovated bathroom.Great closet space. The condo has seven closets. The building features laundry on-site,  and an on-site super. Easy access to Boston, 3 train lines, and minutes to multiple restaurants, Whole Foods, shopping, and Barcelona Bar and Grill....On-street parking."|8|7/19/2024 5:19:00 PM|0|"N"||"Suffolk"|"MA"|"C"|4|2|1|0||0|0|862|"1f;0h"|"N"||"N"|||"N"|"some rooms furnished virtually"|9/1/2024||||"A,C,I"||"C,P"||862|
"RN"|73256258|"NB900455"|"NB9117"|"PCG"|6500|"31"|"Heath St."|"2"|12||"02445"||"Spectacular, all-new, luxury gut renovation in 2019.  No expense has been spared to create this homeowner-quality apartment. Ultra high-end finishes are throughout the apartment. The open-concept living room and dining area give way to a gourmet kitchen with stainless Bosch appliances, 5-burner gas range, quartz countertops, soft-close cabinets and drawers, and a spacious countertop dining island. Spacious bedrooms and a three-season deck provide ample living space. Additional features include premium Electrolux washer and dryer, recessed LED lighting, all bedrooms with custom closets (with lighting) and cordless blackout blinds, cordless blinds throughout. Master en-suite bath with double vanity, walk in custom closet, programmable heated bathroom floor and rain shower. Tankless water heaters ensure continuous hot water. Generous private locked storage space in bsmt. Liftmaster extra quiet garage door opener. Virtual Tour Available. Tenants only pay 1/2 brokerage fee!"|42|6/23/2024 9:15:00 AM|0|"N"||"Norfolk"|"MA"|"B"|10|6|3|0|"Y"|2|0|2495|"3f;0h"|"N"||"N"||"N"|"N"|"Agents, please read Firm Remarks and Listing Notes document attached."|9/1/2024|"Y"|||"A,C,D,F,I,K,L"|"W"|"C,J"||2495|
"RN"|73256262|"TM346855"|"AN7038"|"PCG"|3750|"1127"|"Chestnut St"|"1127"|39||"02464"||"WELCOME HOME!  Amazing Newton Upper Falls location! This clean spacious four bedroom townhouse boasts gleaming hardwood floors, updated kitchen with cherry cabinets, quartz counters, gas range, and new appliances. In-unit laundry. Efficient gas heat. Central Air.  Deck with slider off kitchen. Covered front porch. Two full bathrooms. Two levels of spacious living, private parking next to house. Close proximity to Chestnut Hill and Needham. Easy access to highways, shopping, dining, trains, and recreation. Available Now"|15|7/23/2024 9:25:00 PM|0|"N"||"Middlesex"|"MA"|"B"|6|4|2|0||4|7762|1700|"2f;0h"|"N"|||||"N"||||1920|"A"|"A,C,D,I,J,K,L"|"B,C"|"C"||1700|
"RN"|73256275|"CN236548"|"AC1022"|"ACT"|2500|"12"|"Wheatland"|"2"|316||"01970"||"Welcome to your new home on Wheatland Street in Salem, Massachusetts! This charming, spacious, and bright second-floor apartment offers two bedrooms and one bathroom, combining modern amenities, a convenient location, and classic New England character. Enjoy beautiful hardwood floors throughout, a generous living room, and a separate dining room. Natural light fills the rooms, creating warm and inviting spaces. The private balcony is perfect for morning coffee or evening relaxation. The building includes a basement with laundry facilities for added convenience. The kitchen boasts ample storage and counter space, with electricity costs included in the rent. This property�s prime location offers easy access to public transportation and is close to the university, making it an excellent choice for staff, faculty, or students. Downtown Salem, with its variety of restaurants, shops, and supermarkets, is nearby. Experience Salem's rich culture and history. Starting August 1st!"|14|8/13/2024 2:38:00 PM|0|"N"||"Essex"|"MA"|"D"|5|2|1|0||2|0|1000|"1f;0h"|"N"|||||"N"|"Living area is not accurate"|8/1/2024|"Y"||||"G"|"C"||1000|
"RN"|73256277|"BB807393"|"AC2092"|"ACT"|2800|"19"|"Rowe St"|"2"|39||"02466"||"This spacious unit has 2 nice sized bedrooms plus a 3rd room that could be used as an office or a 3rd bedroom. This home features a separate dining area, nice living room, enclosed porch and 1 parking space. Close to shops, commuter rail and access to I-95 and Mass Pike."|14|8/10/2024 10:13:00 PM|0|"N"||"Middlesex"|"MA"|"D"|5|3|1|0||1|5426|1300|"1f;0h"|"N"|||||"N"|"Sqft is approximate"|9/1/2024||1920||"A,I"|"B"|||1300|
"RN"|73256282|"CN222490"|"AN3324"|"ACT"|3000|"26"|"3rd Street"|"2"|16||"02155"||"Available for a September 1st move in. This is a great deal on a spacious 3 bedroom with formal living and dining rooms. The apt features 3 large bedrooms, a huge kitchen with garbage disposal, dishwasher, tons of counter top space and IN UNIT WASHER/DRYER. The home also features hardwood floors, gas stove, high ceilings, renovated bathrooms, back enclosed porch, back porch and comes with 1 off-street parking spot. Cats negotiable. Inquire today!"|16|6/23/2024 11:33:00 AM|0|"N"||"Middlesex"|"MA"|"D"|6|3|1|0||1|0.1|1104|"1f;0h"|"N"|||||"N"||9/1/2024|"N"|||"A,C,I"||"C"||1104|
"RN"|73256302|"BB902343"|"BB4855"|"ACT"|4800|"30"|"Donizetti Street"||56||"02482"||"Just in time to enroll in Wellesley's superb  school system. An affluent Boston suburb blessed with gorgeous trees, diverse open spaces, walking trails, and reservations.. An immaculate 3 bedroom & 2.5 bath young colonial with recently remodeled eat-in kitchen fully equipped with stainless steel appliances. Sun light streaming through living room and dining room. A welcoming fireplace waiting in the  family room. Hardwood floors. Large master bedroom with 2 walk-in closets and a full bath with skylight. Finished basement perfect for home office and/or play area. Centrally located in town center within walking distance to transportation, Whole Foods, Roche Brothers, public & private schools, Town Hall, Library, Post Office, shops, restaurants, Wellesly College, Babson College, salons, etc. Lessor is responsible for ground maintenance. Lessee is responsible for all utilities and snow plowing."|11|6/23/2024 2:11:00 PM|0|"N"||"Norfolk"|"MA"|"A"|7|3|2|1|"Y"|3|10600|1872|"2f;1h"|"N"||"N"||"U"|"N"||9/1/2024|"Y"|1985|"B"|"A,C,D,F,I,K,L"||"C,F,O"|"D,O"|1872|
"RN"|73256303|"CT008116"|"AN4282"|"ACT"|3595|"1"|"Johnswood Rd"||1|"008"|"02131"||"RARE to market single family FURNISHED (or partially furnished) rental in charming Roslindale neighborhood. This spacious home features a large living level with foyer, living room, formal dining room and eat-in-kitchen with new appliances. Upstairs you'll find three bedrooms PLUS a full sized office, along with a lovely deck for enjoying the warmer weather. Fenced in backyard and private driveway make this feel like a true home. Private laundry room located on the first floor. Available 09/01, potentially a few days sooner to beat the September 1 rush. Home has everything you need, just move right in!"|19|7/13/2024 4:10:00 PM|0|"N"||"Suffolk"|"MA"|"A"|7|3|1|0||3|3820|1636|"1f;0h"|"N"|||||"N"||9/1/2024|"Y"||||"C"|"C"||1636|
"RN"|73256309|"BB953872"|"BB5785"|"ACT"|2695|"15"|"Glenville Ave."|"12A"|1|"010"|"02134"||"Great split-style large 1BD unit. The newly renovated kitchen features modern white shaker cabinets, dishwasher & gas stove. Classical bathroom with charming claw foot tub and mosaic marble floor. Large living room with decorative fireplace. Other features include oversized windows allowing for plentiful natural sunlight, newly refinished hardwood floors, fresh paint, high ceilings and crown mouldings. Ample sized closets with extra overhead storage inside. Card-based common laundry facilities within building. Conveniently located in the heart of Allston only 1 block from the T at the intersection of Harvard Ave. and Comm. Ave & 1/4 mile to BU with a Walk Score of 94! Private parking available for $195/month. Available for an ASAP move-in (July 15th lease start date at the latest). Other similar units available for 8/1 and 9/1 - please inquire."|3|6/23/2024 3:32:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0|"N"|0|99999|650|"1f;0h"|"N"||"N"||"N"|"N"|||"N"|1910||"A,C,I,J"||"C,G,Y"|"F"|650|
"RN"|73256316|"FR800648"|"FR0051"|"ACT"|1950|"70"|"WARBURTON"|"2"|161|"11I"|"02720"||"HIGHLANDS AT ITS BEST! UNIT 2 # 2  KEY LOCATION!  @  CHARLTON MEMORIAL AND TRUESDALE CLINIC 2 -3 Beds   FRESHLY PAINT HARDWOODS  BRIGHT QUIET NEIGHBORHOODMODERN WASHER AND DRYER INCLUDED ONSITE OFF NEW BOSTON ROAD(NEW APPLIANCES)FIRST -LAST -SECURITY ($1900.00) washer and dryer onsiteCOMPLIMENTARY LAUNDRY 3 DAYS WEEKLY- extra fee  NO SMOKING NO PETS GOOD CREDIT-REFERENCES- NO EVICTIONS CLEAR BACKGROUND   INCOME VERIFICATION"|20|7/25/2024 9:45:00 AM|0|"N"||"Bristol"|"MA"|"D"|6|3|1|0||0|5500|1350|"1f;0h"|"N"||"N"|||"N"|||"U"|1955|"B"|"A,C,F,I,K,L"||"C"||1350|
"RN"|73256329|"CN231361"|"BB6400"|"ACT"|3600|"59"|"Centre St"|"2"|1|"002"|"02124"||"Available September 1. 4BR Penthouse Duplex in Dorchester w/ in-unit laundry, a private rear deck and common backyard. Enjoy a newer kitchen w/ granite counters and SS appliances. Offers a spacious living and true dining room with seven grand windows for great natural light. Four good-sized bedrooms w/ ample closet space. Hardwood floors throughout. Extra storage and an off-street parking space available. Pets negotiable! Located just minutes away from Stop & Shop, the Red Line (T), and several parks, shops & restaurants!"|12|8/7/2024 1:18:00 PM|0|"N"||"Suffolk"|"MA"|"D"|9|4|1|0||1|9999|2000|"1f;0h"|"N"|||||"N"||9/1/2024|||||"C,W"|||2000|
"RN"|73256394|"BB980768"|"AN7063"|"ACT"|4000|"163"|"W. Central Street"||34||"02038"||"SINGLE FAMILY RENTAL- Perfect location in Franklin - walk to all stores, restaurants and train to Boston!  Well maintained single family featuring 3 bedrooms, 1 1/2 baths and gorgeous level fenced back yard. The main level features all hardwood floors and crown molding throughout, Updated kitchen featuring center island, gas cooking, dining room w/ built-in china cabinet, office room which has a slider to one of the decks.  2nd deck is off the kitchen.  Property also features 2 driveways - great for additional guest parking. Good size family room -added feature is a mini split air/heat conditioning in family room and office.  The upstairs features 3 bedrooms w/ hardwood floors.3rd bedroom has a separate staircase off the kitchen.  Full bath is a great size with w/ walk-in closet.  Closet organizers have just been added to every closet!  Irrigation system is going to be added very soon! Very nice home ! Lots of character & charm and shows perfect!  Open House 6/27 4:00-5:00 p.m."|32|6/24/2024 8:12:00 AM|0|"N"||"Norfolk"|"MA"|"A"|7|3|1|1|"N"|6|11522|1774|"1f;1h"|"N"||"N"||"N"|"N"|||"Y"|1880|||"C,O,S,T,W"|"C"||1774|
"RN"|73256398|"CN214016"|"AN7409"|"CTG"|3250|"20"|"Orleans Street"|"401"|1|"05L"|"02128"||"Welcome to the Penthouse level! This is your rare opportunity to live in the exclusive Cunard Tavern Building in East Boston's Jeffries Point! Just steps from Maverick Square and East Boston's booming waterfront! This building defines luxury living. Enjoy your own common roof deck exclusive for tenants! Each unit offers Stainless Steel Appliances, Stone Counter-tops, Hardwood Floors, Central Air, In-Unit Washer and Dryer and Elevator Access to the Roof-Deck! Steps from Piers Park, the Water Ferry, ICA Watershed, the Greenway, and great restaurants such as Cunard Tavern, MIDA, Smoke Shop and so much more! Literally one train stop away from Bostons financial district via Maverick�s blue line train (MBTA)."|10|6/24/2024 8:24:00 AM|0|"N"||"Suffolk"|"MA"|"D"|3|2|1|0||0|5000|785|"1f;0h"|"N"||"Y"|"F,J"||"N"||9/1/2024|"N"|2017|"A"|"A,C,D,F,I,J,K,L"|"2,9,5"|"A"|"E,F"|785|
"RN"|73256403|"CN223897"|"AN6216"|"ACT"|5600|"17"|"Hillside Ave"||44||"01890"||"Experience all that Winchester has to offer in this gracious center entrance Garrison Colonial located on a quiet cul-de-sac just moments from town center, public transit, and schools. The bright and inviting front-to-back living room with fireplace, built-in cabinets, and crown molding sets the perfect scene for serene daily living. Entertain in the elegant dining room with dual built-in hutches that flows seamlessly into the eat-in kitchen outfitted with custom cabinetry and gas range. Spend mornings overlooking the back yard from the screened-in porch and evenings on the patio with family and friends. The spacious primary suite offers ample closet space and a large en-suite bathroom with double vanity. Three additional bedrooms, home office, full bathroom, and laundry room complete the second floor. The partially finished basement offers a family/play room area and plenty of storage. Enjoy restaurants, coffee shops, and local boutiques all within a stone's throw of your front door!"|31|6/24/2024 8:34:00 AM|0|"N"||"Middlesex"|"MA"|"A"|11|4|2|1|"Y"|2|14092|2813|"2f;1h"|"N"|||||"Y"|"4 bedrooms + Office on second floor"||"Y"|1949|"A"|"B,D,F,H,I,K,L,M"|"12,D"|"C,J"||2455|358
"RN"|73256412|"CN206906"|"AN0502"|"PCG"|4700|"325"|"Dorchester St"|"2"|1|"005"|"02127"||"Available 9/1. Spacious and renovated 4 bedroom/2 bathroom unit. This recently renovated unit features hardwood floors throughout, updated kitchen with granite counter tops, washer/dryer in unit, and a private back deck, and shared roof deck with one other unit."|5|6/24/2024 8:59:00 AM|0|"N"||"Suffolk"|"MA"|"C"|6|4|2|0||0|99999|1200|"2f;0h"|"N"|||||"N"|"square footage is estimated"|9/1/2024||||||||1200|
"RN"|73256433|"CN222554"|"AN2213"|"PCG"|3800|"171"|"Lexington Street"|"A"|1|"019"|"02128"||"Rare find! A gorgeous 4 bedroom and 2 bathroom duplex rental in Eastie! A beautiful kitchen with gas stove & dishwasher, and a living area with an expansive open layout, perfect for entertaining. Solid oak hardwood floors throughout the entire home. With four bedrooms, there is plenty of space to create home offices or guest rooms. Two full bathrooms, one on each floor. Shared free laundry in the basement, as well as an incredible common fenced in yard. Central AC and heat, and on-demand hot water. Pet friendly! Professionally managed, available September 1st, 2024."|22|7/30/2024 6:16:00 AM|0|"N"||"Suffolk"|"MA"|"D"|8|4|2|0||0|999999|1228|"2f;0h"|"N"|||||"N"||9/1/2024||||"A,B,C,D,F,I,J,K,L"||"C,J"||1228|
"RN"|73256436|"CN204166"|"AN4888"|"ACT"|2350|"2001"|"Commonwealth Ave"|"32"|1|"011"|"02135"||"Sunny and spacious 1 Bedroom 1 Bath condo with a great floor plan perfectly located near Boston College and Cleveland Circle! Close to Green Line B and many major MBTA, bus routes have stops nearby! Hardwood floor in the living room and in the bedroom, light and bright updated bathroom, eat in kitchen. Condo is in a professionally managed elevator building, features laundry in the basement. Heat ant hot water are included to rent. Must see!"|5|6/24/2024 9:45:00 AM|0|"N"||"Suffolk"|"MA"|"C"|2|1|1|0||0|999|635|"1f;0h"|"N"|||||"N"|"approximately"|9/1/2024||1925|"A"|"C,I"||"B"|"E,F,G"|635|
"RN"|73256441|"CN222554"|"AN2213"|"ACT"|2800|"18"|"Winslow Road"|"1"|12||"02445"||"Great 1 bedroom flex or 2 bedroom (with no living room) in Brookline with one off-street parking spot AND in-unit laundry! Beautiful hardwood floors and large bay windows. Gas stove & dishwasher in the kitchen. Incredible opportunity to start living the Brookline life. Packards Corner and Babcock Street T-Stops are minutes away, and it's just a few moments from BU, Star Market, Super88 and Cafe Nero. Amazing location and apartment. Cats ok. Professionally managed. Tenant responsible for all utilities. One off-street parking space included, possibly another available for an additional cost. Pets negotiable. Professionally managed. Flexible lease terms available. BROKER'S FEE PAID OR 1 MONTH FREE!"|10|6/24/2024 9:53:00 AM|0|"N"||"Norfolk"|"MA"|"A"|4|1|1|0||2|999999|800|"1f;0h"|"N"|||||"N"|"MLS"|||||"A,B,C,F,I,J,K,L"|"A"|"C"||800|
"RN"|73256449|"A9500587"|"AN0930"|"ACT"|3950|"390"|"Chief Justice Cushing HWY"|"218"|201||"02025"||"Brand new Cohasset Place is conveniently located close to public transportation, shopping and all that Cohasset has to offer. This beautiful Seaside Community has  fabulous Schools and wonderful local Businesses.  Directly across the street from Whitney woods for biking, walking and running."|16|6/24/2024 10:08:00 AM|0|"N"||"Norfolk"|"MA"|"D"|5|2|2|0|"Y"|2|0|1964|"2f;0h"|"N"||"N"|||"N"||8/15/2022||2022||"A,C,I,K,L"||"C"|"B,C,E"|1964|
"RN"|73256505|"BB803753"|"NB3882"|"ACT"|2200|"11"|"Dailey St"|"H"|67||"02703"||"WOODS EDGE CONDOMINIUMS. Spacious 2-bedroom 1 bath apartment plus a bonus room for office or guest room. 1016 sq ft spacious open floor plan. Recently updated kitchen and bathroom. 1 assigned parking plus plenty of guest parking. Laundry in building. Available now. Needs 1st, last and $1000 security deposit to move in. Good credit, reference and proof of income required.  Every tenant age 18+ required for MySmartMove screening. Tenant pays for electricity (heat and cooking). No pet and no smoking."|9|6/24/2024 11:45:00 AM|0|"N"||"Bristol"|"MA"|"D"|5|2|1|0||1|9999|1016|"1f;0h"|"N"|||||"N"|||"N"|||"C,D,F,I"||"A"||1016|
"RN"|73256517|"CN249184"|"AN6755"|"ACT"|4200|"20-22"|"Logan Street"|"1"|1||"02119"||"Owner is open to having a pet, case by case. Owner is open to undergrads, case by case."|21|6/24/2024 11:59:00 AM|0|"N"||"Suffolk"|"MA"|"A"|6|3|1|1||1|1968|1200|"1f;1h"|"N"|||||"N"||7/1/2024||||"C,D,F,H"||"R"||1200|
"RN"|73256521|"CN253892"|"BB1465"|"ACT"|2450|"28"|"Academy Hill Rd"|"1R"|1|"011"|"02135"||""|10|6/24/2024 12:00:00 PM|0|"N"||"Suffolk"|"MA"|"D"|4|1|1|0||1|999999|99999|"1f;0h"|"N"||"N"|||"N"||9/1/2024||||"A,I,K,L"||||99999|
"RN"|73256523|"CN233719"|"AN6192"|"ACT"|3900|"2"|"Glenmere Rd"||327||"01966"||"Short term monthly rental opportunity from September 1st-April 1st! Owners will consider any length of time. Newly renovated cottage just 600 feet from Long Beach in Rockport. Conveniently located within a 5 minute drive to both downtown Gloucester and Rockport. This charming getaway features 4 bedrooms consisting of 1 king, 2 queens, and 2 twins, providing a blend of comfort and style. Enjoy amenities such as AC, a cozy gas fireplace, laundry room, outdoor gas grill, outdoor shower, and more! Parking for 4-5 cars!"|15|6/24/2024 12:00:00 PM|0|"N"||"Essex"|"MA"|"A"|6|4|2|0||5|10041|1440|"2f;0h"|"N"||"Y"|"J"||"N"||9/1/2024||1970|"B"|"A,C,F,I,J,K,L"|"A,D,W"|"13"||1440|
"RN"|73256524|"CN203672"|"NA9365"|"ACT"|2900|"49"|"Charter Street"|"1"|1|"103"|"02113"||"New construction! North End meets the Waterfront at this just completed boutique building, featuring six new condo quality apartments. One bedroom offering luxe kitchen with gas cooking, stainless steel appliances, Bianco Calacatta Quartz countertops, and a large island. The elegant spa baths are delightful, featuring tasteful marble mosaic flooring, polished nickel fittings, and LED lighting. This residence features private in-unit laundry. There are hardwood floors throughout and a generous bedroom. At your doorstep, the city awaits you with fine dining, coffee shops, gourmet groceries, sporting venues, arts, waterfront, and Logan Airport, minutes away."|5|6/24/2024 12:01:00 PM|0|"N"||"Suffolk"|"MA"|"D"|3|1|1|0||0|99999999|750|"1f;0h"|"N"|||||"N"||||||||||750|
"RN"|73256560|"BB810830"|"AN1150"|"ACT"|4975|"10"|"Cedar St"|"10"|56||"02481"||"Come check out this great single family rental with 4 bedrooms, 2.5 baths and lots of space. Perfect for commuters with convenient location to Rt 9, 95 & Mass Pike as well as the commuter rail and bud line. Great space for the whole family, a huge yard, 2 garage parking spaces, school & park across the street with tennis courts, pickle ball courts and basketball courts. Close to shopping in Wellesley Center, Chestnut Hill, Needham and many more. Great for a transitioning family, perhaps you are building a house and need temp housing or are here for a brief time. 1 year rental starting 9/1."|9|6/24/2024 1:12:00 PM|0|"N"||"Norfolk"|"MA"|"A"|10|4|2|1|"Y"|4|18000|2590|"2f;1h"|"N"|||||"N"||9/1/2024||||"D,F,P,R,S,T,2"|"A,O"|"C,F"||2590|0
"RN"|73256574|"CN239559"|"NB1520"|"ACT"|3995|"166"|"Main St"|"407"|41||"02472"||"166 Main brings beautiful design and lifestyle-friendly amenities to downtown Watertown, with a variety of thoughtful floor plans including studio, one-bedroom, and two-bedroom residences. These tailored homes offer the perfect blend of elevated comfort and seamless connectivity, located just a short trip away from interesting shops, abundant green space, and convenient transportation. Nestled in an exceptional location that's walkable and convenient to downtown Boston, this bike-friendly community features expansive private outdoor terraces never before seen in Watertown. Your needs are met with easy and secure building access and a spacious lobby to welcome you home. Whether you're looking to walk or ride along with the Charles River Walkway or rideshare into Back Bay, the possibilities are endless. Watertown and 166 Main are waiting for you."|13|6/24/2024 1:42:00 PM|0|"N"||"Middlesex"|"MA"|"D"|4|2|2|0||0|922|922|"2f;0h"|"N"|||||"N"||8/1/2024|"N"|2024|"A"|"A,B,C,D,F,I,J,K,L"||"C"|"E,F"|922|
"RN"|73256578|"CN207059"|"AN6338"|"ACT"|4300|"603"|"Concord"|"411"|13|"CHL"|"02138"||"Welcome to this modern and chic Gold LEED Certifiable development community in North Cambridge steps from the Red Line! Stunning new construction luxury unit w/ BALCONY! This unit has solid maple hardwood floors throughout, bright, open layout with oversized windows. The kitchen has a gas stove and oven, stainless steel appliances and granite countertops. This amazing 2 bed, 2 bath also has an in-unit washer/dryer! Heat, hot water, water, sewer, and gas cooking included in the rent. Amenities include media room with free cable and wifi, fitness center, storage room, bike storage and more. A pet-friendly and non-smoking building. 10 to 12 mins walk to the Red Line at Alewife Station and bus stop to Harvard Sq across from lobby! Garage parking is $195 per month and off-street surface parking is $155 per month. Steps away from Trader Joe's, CVS, Whole Foods, Starbucks, restaurants, and shops"|11|6/24/2024 1:45:00 PM|0|"N"||"Middlesex"|"MA"|"D"|3|2|2|0||1|0.69|940|"2f;0h"|"N"|||||"N"||10/1/2024||2016|"A"|"P,R,S,T,1,2,4,5"|"G"|"C"|"B,C,E,F,G,O"|940|
"RN"|73256583|"NB100034"|"AN5008"|"ACT"|3300|"25"|"Haskell Street"|"1"|1||"02134"||"This large three-bedroom unit features hardwood floors, a spacious eat-in kitchen, a bright and roomy living room, and three well-sized bedrooms. Additional amenities include laundry facilities in the basement and a shared yard. Long-term tenants are moving out, and the unit will receive a fresh touch-up before the new tenancy. Conveniently located steps from shops, restaurants, the Charles River, Harvard University, and public transit."|3|8/6/2024 10:05:00 AM|0|"N"||"Suffolk"|"MA"|"D"|5|3|1|0||1|0|1100|"1f;0h"|"N"|||||"N"|"Estimated"|7/1/2024|"N"|||||||1100|
"RN"|73256587|"BB800380"|"AN4462"|"ACT"|6400|"32"|"Surrey"||44||"01890"||"A one-of-a-kind 1983 built Post and Beam Home in the Vinson-Owen elementary school district. Experience a casual but elegant lifestyle in this custom designed & built home, nestled on a half-acre corner lot.  The gourmet Kitchen is a chef�s delight & includes top of the line custom cabinetry, granite countertops, Sub-Zero Refrigerator, double Thermador ovens. With this smartly designed floor plan you can set up for a formal, sophisticated setting and accommodate a play area in view of the kitchen workspace. The second floor has three good-sized bedrooms, and an additional room can serve as a nursery or a home office. The first floor also contains an amply sized bedroom and full bath.  The walk-out basement makes an ideal recreation room, office space or exercise room.  Lovely details abound in this special home."|30|6/24/2024 1:54:00 PM|0|"N"||"Middlesex"|"MA"|"A"|11|4|2|1||6|22359|3348|"2f;1h"|"N"|||||"Y"||7/1/2024||1983||"B,C,D,F,H,I,J,K,L"||||3096|252
"RN"|73256603|"TM315041"|"AN2383"|"ACT"|4900|"653-659"|"E 2Nd St"|"207"|1|"005"|"02127"||"Bright & spacious 3 bedroom PLUS unit on South Boston's East Side in an elevator building. Enjoy open concept living fully equipped with an updated kitchen boasting stainless steel appliances, granite countertops and a breakfast island. Spacious living room with gas fireplace and room for a formal dining area. SOARING CEILINGS , recessed lighting and hardwoods throughout. Two sizable bedrooms with ample closet space. Primary bedroom with ensuite bathroom featuring a large jet tub, stand up shower and custom closets. Bonus den or office with french doors and built-ins. Newer washer and dryer in unit, additional storage. Unbeatable location just steps from all the best that South Boston & Seaport has to offer. Restaurants, shops, cafes, the beach and public transportation all at your fingertips. First security and broker due at lease signing. Truly a must see!"|15|6/24/2024 2:19:00 PM|0|"N"||"Suffolk"|"MA"|"C"|7|3|2|0|"Y"|0|9999|1974|"2f;0h"|"N"||"N"|||"N"||9/1/2024|"N"|||"A,C,F,H,I,J,K,L"||"C"|"D,E,G,O"|1974|
"RN"|73256613|"TM311911"|"AN2383"|"ACT"|4000|"50"|"Rogers St."|"321"|13|"KEN"|"02142"||"* AVAILABLE JULY 3 * | BROKER FEE PAID BY LANDLORD | BRAND NEW IN KENDALL -- Introducing Kendall Square's newest, vibrant residences! Enjoy contemporary style with an open kitchen, stainless steel appliances, hardwood flooring throughout, and laundry in unit. Resident life is enhanced by social areas including a lounge with WiFi, co-working spaces, a conference�room and a landscaped courtyard with BBQ grills and a fire-pit. The fully equipped fitness center comes loaded with cardio and strength training equipment. Pets are welcome, and will love the on-site pet spa! Each unit is equipped with smart home technology allowing the ease of keyless entry and wireless thermostats -- and a package locker system keeps deliveries secured when you're not home. This convenient location is moments to BioGen, Sanofi Genzyme, IBM, MIT, MGH, Harvard University, The Cambridgeside Galleria Mall, and One Kendall Square. Garage parking available."|11|6/24/2024 2:34:00 PM|0|"N"||"Middlesex"|"MA"|"D"|3|1|1|0|"U"|1|9999999|773|"1f;0h"|"N"||"N"||"N"|"N"|||"N"|2021|"A"|"D,P,R,S,T,1,2,4,5"||"J"|"D,E,F,G"|773|
"RN"|73256615|"CN214480"|"AN1049"|"PCG"|3800|"19"|"Harrison Street"|"2"|17||"02143"||"Commuters dream spacious 4 - bedroom Apartment! This four bed, 1.5 - bath unit is located on floors 2/3 with the perfect blend of comfort and convenience. There is an eat in kitchen, generous sized living space, complete with a bonus room perfect for working from home. Located close to Porter Square and a short distance from Harvard University on the Somerville/Cambridge line. Convenient access to the Red and Green Line. Nearby stores, shops, and restaurants make it even more appealing. You'll enjoy easy access to everything you need. Available September 1!"|18|6/24/2024 2:37:00 PM|0|"N"||"Middlesex"|"MA"|"D"|7|4|1|1|"N"|0|0.06|1500|"1f;1h"|"N"||"N"|||"N"||9/1/2024|"Y"|1890|"A"|"A,I,K,L"|"3"|"C"||1500|
